Date,TotalDistance,RunCount,AveragePace
2019-12-15,422.14,66,5.53
2019-12-16,422.14,66,5.53
2019-12-17,422.14,66,5.53
2019-12-18,422.14,66,5.53
2019-12-19,422.14,66,5.53
2019-12-20,425.65,67,5.53
2019-12-21,430.58,68,5.53
2019-12-22,430.58,68,5.53
2019-12-23,430.58,68,5.53
2019-12-24,430.58,68,5.53
2019-12-25,435.58,69,5.53
2019-12-26,435.58,69,5.53
2019-12-27,435.58,69,5.53
2019-12-28,440.53,70,5.52
2019-12-29,440.53,70,5.52
2019-12-30,440.53,70,5.52
2019-12-31,440.53,70,5.52
2020-01-01,440.53,70,5.52
2020-01-02,440.53,70,5.52
2020-01-03,440.53,70,5.52
2020-01-04,445.47,71,5.52
2020-01-05,444.19,70,5.52
2020-01-06,448.73,71,5.52
2020-01-07,448.73,71,5.52
2020-01-08,448.73,71,5.52
2020-01-09,454.65,72,5.53
2020-01-10,454.65,72,5.53
2020-01-11,459.59,73,5.53
2020-01-12,459.59,73,5.53
2020-01-13,459.59,73,5.53
2020-01-14,465.8,74,5.53
2020-01-15,465.8,74,5.53
2020-01-16,465.8,74,5.53
2020-01-17,465.8,74,5.53
2020-01-18,470.81,75,5.52
2020-01-19,470.81,75,5.52
2020-01-20,470.81,75,5.52
2020-01-21,476.9,76,5.53
2020-01-22,476.9,76,5.53
2020-01-23,483.91,77,5.53
2020-01-24,483.91,77,5.53
2020-01-25,488.76,78,5.52
2020-01-26,488.76,78,5.52
2020-01-27,488.76,78,5.52
2020-01-28,494.02,79,5.52
2020-01-29,494.02,79,5.52
2020-01-30,494.02,79,5.52
2020-01-31,494.02,79,5.52
2020-02-01,501.14,80,5.51
2020-02-02,501.14,80,5.51
2020-02-03,501.14,80,5.51
2020-02-04,507.06,81,5.52
2020-02-05,507.06,81,5.52
2020-02-06,510.0,82,5.52
2020-02-07,510.0,82,5.52
2020-02-08,516.94,84,5.51
2020-02-09,516.94,84,5.51
2020-02-10,516.94,84,5.51
2020-02-11,516.94,84,5.51
2020-02-12,516.94,84,5.51
2020-02-13,523.87,85,5.51
2020-02-14,523.87,85,5.51
2020-02-15,531.77,88,5.5
2020-02-16,531.77,88,5.5
2020-02-17,531.77,88,5.5
2020-02-18,531.77,88,5.5
2020-02-19,531.77,88,5.5
2020-02-20,538.55,89,5.5
2020-02-21,538.55,89,5.5
2020-02-22,546.65,92,5.5
2020-02-23,546.65,92,5.5
2020-02-24,546.65,92,5.5
2020-02-25,546.65,92,5.5
2020-02-26,546.65,92,5.5
2020-02-27,551.76,93,5.51
2020-02-28,551.76,93,5.51
2020-02-29,556.59,94,5.51
2020-03-01,556.59,94,5.51
2020-03-02,556.59,94,5.51
2020-03-03,563.37,95,5.51
2020-03-04,563.37,95,5.51
2020-03-05,568.79,96,5.5
2020-03-06,568.79,96,5.5
2020-03-07,576.17,98,5.5
2020-03-08,576.17,98,5.5
2020-03-09,576.17,98,5.5
2020-03-10,582.38,99,5.5
2020-03-11,582.38,99,5.5
2020-03-12,587.6,100,5.49
2020-03-13,587.6,100,5.49
2020-03-14,597.62,101,5.49
2020-03-15,597.62,101,5.49
2020-03-16,597.62,101,5.49
2020-03-17,603.06,102,5.49
2020-03-18,603.06,102,5.49
2020-03-19,611.32,103,5.5
2020-03-20,611.32,103,5.5
2020-03-21,617.31,104,5.49
2020-03-22,617.31,104,5.49
2020-03-23,617.31,104,5.49
2020-03-24,617.31,104,5.49
2020-03-25,617.31,104,5.49
2020-03-26,624.21,105,5.49
2020-03-27,624.21,105,5.49
2020-03-28,632.07,106,5.49
2020-03-29,632.07,106,5.49
2020-03-30,638.44,107,5.49
2020-03-31,638.44,107,5.49
2020-04-01,638.44,107,5.49
2020-04-02,646.08,108,5.48
2020-04-03,646.08,108,5.48
2020-04-04,656.1,109,5.48
2020-04-05,656.1,109,5.48
2020-04-06,656.1,109,5.48
2020-04-07,656.1,109,5.48
2020-04-08,662.75,110,5.49
2020-04-09,662.75,110,5.49
2020-04-10,662.75,110,5.49
2020-04-11,669.54,112,5.48
2020-04-12,669.54,112,5.48
2020-04-13,675.99,113,5.49
2020-04-14,675.99,113,5.49
2020-04-15,686.06,114,5.48
2020-04-16,686.06,114,5.48
2020-04-17,686.06,114,5.48
2020-04-18,693.17,115,5.48
2020-04-19,688.03,114,5.48
2020-04-20,694.73,115,5.48
2020-04-21,694.73,115,5.48
2020-04-22,704.99,116,5.48
2020-04-23,703.15,114,5.48
2020-04-24,713.31,115,5.47
2020-04-25,713.31,115,5.47
2020-04-26,708.45,114,5.47
2020-04-27,713.73,115,5.47
2020-04-28,713.73,115,5.47
2020-04-29,724.77,116,5.46
2020-04-30,724.77,116,5.46
2020-05-01,724.77,116,5.46
2020-05-02,734.79,117,5.46
2020-05-03,729.61,116,5.46
2020-05-04,729.61,116,5.46
2020-05-05,736.3,117,5.46
2020-05-06,731.89,116,5.46
2020-05-07,744.03,117,5.46
2020-05-08,744.03,117,5.46
2020-05-09,744.03,117,5.46
2020-05-10,744.03,117,5.46
2020-05-11,750.05,118,5.45
2020-05-12,750.05,118,5.45
2020-05-13,750.05,118,5.45
2020-05-14,763.36,119,5.45
2020-05-15,763.36,119,5.45
2020-05-16,763.36,119,5.45
2020-05-17,763.71,118,5.45
2020-05-18,763.71,118,5.45
2020-05-19,777.88,119,5.45
2020-05-20,777.88,119,5.45
2020-05-21,780.36,120,5.45
2020-05-22,780.36,120,5.45
2020-05-23,780.36,120,5.45
2020-05-24,780.67,120,5.45
2020-05-25,780.67,120,5.45
2020-05-26,785.84,121,5.45
2020-05-27,781.81,120,5.44
2020-05-28,788.65,121,5.44
2020-05-29,788.65,121,5.44
2020-05-30,788.65,121,5.44
2020-05-31,795.54,121,5.44
2020-06-01,795.54,121,5.44
2020-06-02,795.54,121,5.44
2020-06-03,801.28,123,5.44
2020-06-04,801.28,123,5.44
2020-06-05,816.62,124,5.43
2020-06-06,816.62,124,5.43
2020-06-07,814.6,124,5.43
2020-06-08,814.6,124,5.43
2020-06-09,814.66,124,5.43
2020-06-10,814.66,124,5.43
2020-06-11,814.66,124,5.43
2020-06-12,819.67,124,5.42
2020-06-13,819.67,124,5.42
2020-06-14,819.66,124,5.42
2020-06-15,819.66,124,5.42
2020-06-16,826.04,124,5.42
2020-06-17,826.04,124,5.42
2020-06-18,826.02,124,5.42
2020-06-19,826.02,124,5.42
2020-06-20,832.11,125,5.42
2020-06-21,827.13,124,5.42
2020-06-22,842.17,125,5.41
2020-06-23,842.17,125,5.41
2020-06-24,842.57,125,5.41
2020-06-25,842.57,125,5.41
2020-06-26,848.15,125,5.41
2020-06-27,848.15,125,5.41
2020-06-28,848.21,125,5.41
2020-06-29,848.21,125,5.41
2020-06-30,864.78,126,5.41
2020-07-01,864.78,126,5.41
2020-07-02,870.11,127,5.41
2020-07-03,863.6,126,5.41
2020-07-04,870.42,128,5.4
2020-07-05,865.46,127,5.4
2020-07-06,865.46,127,5.4
2020-07-07,865.46,127,5.4
2020-07-08,875.47,128,5.4
2020-07-09,875.47,128,5.4
2020-07-10,885.79,129,5.4
2020-07-11,885.79,129,5.4
2020-07-12,880.92,128,5.4
2020-07-13,899.45,129,5.4
2020-07-14,899.45,129,5.4
2020-07-15,889.43,128,5.4
2020-07-16,894.49,129,5.39
2020-07-17,894.49,129,5.39
2020-07-18,899.51,130,5.39
2020-07-19,899.51,130,5.39
2020-07-20,914.59,131,5.39
2020-07-21,914.59,131,5.39
2020-07-22,914.6,131,5.39
2020-07-23,914.6,131,5.39
2020-07-24,911.73,131,5.39
2020-07-25,911.73,131,5.39
2020-07-26,917.01,131,5.39
2020-07-27,917.01,131,5.39
2020-07-28,914.28,130,5.39
2020-07-29,925.18,130,5.39
2020-07-30,925.18,130,5.39
2020-07-31,924.57,130,5.39
2020-08-01,924.57,130,5.39
2020-08-02,919.62,129,5.39
2020-08-03,924.7,130,5.39
2020-08-04,928.56,130,5.39
2020-08-05,917.16,129,5.38
2020-08-06,917.16,129,5.38
2020-08-07,922.18,129,5.38
2020-08-08,922.18,129,5.38
2020-08-09,917.25,128,5.39
2020-08-10,917.25,128,5.39
2020-08-11,933.89,129,5.39
2020-08-12,921.11,128,5.38
2020-08-13,916.06,127,5.38
2020-08-14,916.06,127,5.38
2020-08-15,921.27,128,5.38
2020-08-16,916.27,127,5.39
2020-08-17,926.29,128,5.38
2020-08-18,909.05,127,5.38
2020-08-19,914.07,128,5.38
2020-08-20,908.26,127,5.37
2020-08-21,920.2,129,5.37
2020-08-22,920.2,129,5.37
2020-08-23,915.1,128,5.37
2020-08-24,925.12,129,5.38
2020-08-25,925.12,129,5.38
2020-08-26,930.39,130,5.38
2020-08-27,930.39,130,5.38
2020-08-28,941.19,131,5.37
2020-08-29,941.19,131,5.37
2020-08-30,942.05,132,5.38
2020-08-31,942.05,132,5.38
2020-09-01,942.05,132,5.38
2020-09-02,942.05,132,5.38
2020-09-03,963.22,133,5.38
2020-09-04,957.71,132,5.38
2020-09-05,957.71,132,5.38
2020-09-06,952.67,131,5.38
2020-09-07,952.67,131,5.38
2020-09-08,947.18,131,5.38
2020-09-09,947.18,131,5.38
2020-09-10,947.19,131,5.37
2020-09-11,947.19,131,5.37
2020-09-12,940.8,131,5.36
2020-09-13,940.8,131,5.36
2020-09-14,932.46,130,5.36
2020-09-15,932.46,130,5.36
2020-09-16,926.44,129,5.36
2020-09-17,941.46,130,5.36
2020-09-18,934.54,129,5.36
2020-09-19,942.57,130,5.36
2020-09-20,921.2,129,5.35
2020-09-21,921.2,129,5.35
2020-09-22,915.48,128,5.34
2020-09-23,920.52,129,5.34
2020-09-24,914.67,128,5.34
2020-09-25,918.14,129,5.34
2020-09-26,912.23,128,5.34
2020-09-27,912.23,128,5.34
2020-09-28,908.79,128,5.34
2020-09-29,908.79,128,5.34
2020-09-30,917.01,128,5.35
2020-10-01,917.01,128,5.35
2020-10-02,911.17,127,5.34
2020-10-03,918.74,128,5.35
2020-10-04,918.74,128,5.35
2020-10-05,897.47,127,5.35
2020-10-06,902.51,128,5.35
2020-10-07,898.7,127,5.34
2020-10-08,913.39,129,5.35
2020-10-09,913.39,129,5.35
2020-10-10,913.39,129,5.35
2020-10-11,913.39,129,5.35
2020-10-12,913.39,129,5.35
2020-10-13,913.39,129,5.35
2020-10-14,913.39,129,5.35
2020-10-15,913.39,129,5.35
2020-10-16,913.39,129,5.35
2020-10-17,923.41,130,5.36
2020-10-18,923.41,130,5.36
2020-10-19,923.41,130,5.36
2020-10-20,923.41,130,5.36
2020-10-21,923.41,130,5.36
2020-10-22,923.41,130,5.36
2020-10-23,923.41,130,5.36
2020-10-24,923.41,130,5.36
2020-10-25,923.41,130,5.36
2020-10-26,923.41,130,5.36
2020-10-27,923.41,130,5.36
2020-10-28,923.41,130,5.36
2020-10-29,923.41,130,5.36
2020-10-30,923.41,130,5.36
2020-10-31,923.41,130,5.36
2020-11-01,920.73,129,5.36
2020-11-02,920.73,129,5.36
2020-11-03,920.73,129,5.36
2020-11-04,920.73,129,5.36
2020-11-05,920.73,129,5.36
2020-11-06,920.73,129,5.36
2020-11-07,920.73,129,5.36
2020-11-08,920.73,129,5.36
2020-11-09,915.71,128,5.36
2020-11-10,915.71,128,5.36
2020-11-11,910.15,127,5.35
2020-11-12,910.15,127,5.35
2020-11-13,910.15,127,5.35
2020-11-14,910.15,127,5.35
2020-11-15,905.24,126,5.35
2020-11-16,905.24,126,5.35
2020-11-17,905.24,126,5.35
2020-11-18,905.24,126,5.35
2020-11-19,905.24,126,5.35
2020-11-20,905.24,126,5.35
2020-11-21,905.24,126,5.35
2020-11-22,906.66,127,5.36
2020-11-23,906.66,127,5.36
2020-11-24,906.66,127,5.36
2020-11-25,906.66,127,5.36
2020-11-26,906.66,127,5.36
2020-11-27,906.66,127,5.36
2020-11-28,906.66,127,5.36
2020-11-29,906.66,127,5.36
2020-11-30,906.66,127,5.36
2020-12-01,906.66,127,5.36
2020-12-02,906.66,127,5.36
2020-12-03,906.66,127,5.36
2020-12-04,906.66,127,5.36
2020-12-05,906.66,127,5.36
2020-12-06,906.66,127,5.36
2020-12-07,906.66,127,5.36
2020-12-08,906.66,127,5.36
2020-12-09,906.66,127,5.36
2020-12-10,906.66,127,5.36
2020-12-11,906.66,127,5.36
2020-12-12,906.66,127,5.36
2020-12-13,901.71,126,5.35
2020-12-14,901.71,126,5.35
2020-12-15,901.71,126,5.35
2020-12-16,901.71,126,5.35
2020-12-17,901.71,126,5.35
2020-12-18,901.71,126,5.35
2020-12-19,898.2,125,5.35
2020-12-20,893.27,124,5.35
2020-12-21,893.27,124,5.35
2020-12-22,893.27,124,5.35
2020-12-23,893.27,124,5.35
2020-12-24,888.27,123,5.35
2020-12-25,888.27,123,5.35
2020-12-26,888.27,123,5.35
2020-12-27,883.32,122,5.35
2020-12-28,886.59,123,5.36
2020-12-29,886.59,123,5.36
2020-12-30,886.59,123,5.36
2020-12-31,886.59,123,5.36
2021-01-01,886.59,123,5.36
2021-01-02,886.59,123,5.36
2021-01-03,881.65,122,5.36
2021-01-04,881.65,122,5.36
2021-01-05,877.11,121,5.36
2021-01-06,877.11,121,5.36
2021-01-07,877.11,121,5.36
2021-01-08,871.19,120,5.35
2021-01-09,871.19,120,5.35
2021-01-10,866.25,119,5.35
2021-01-11,866.25,119,5.35
2021-01-12,866.25,119,5.35
2021-01-13,860.05,118,5.35
2021-01-14,860.05,118,5.35
2021-01-15,860.05,118,5.35
2021-01-16,860.05,118,5.35
2021-01-17,855.04,117,5.35
2021-01-18,855.04,117,5.35
2021-01-19,855.04,117,5.35
2021-01-20,848.94,116,5.35
2021-01-21,848.94,116,5.35
2021-01-22,841.93,115,5.35
2021-01-23,841.93,115,5.35
2021-01-24,837.08,114,5.35
2021-01-25,837.08,114,5.35
2021-01-26,837.08,114,5.35
2021-01-27,831.82,113,5.35
2021-01-28,831.82,113,5.35
2021-01-29,831.82,113,5.35
2021-01-30,831.82,113,5.35
2021-01-31,827.72,113,5.35
2021-02-01,827.72,113,5.35
2021-02-02,827.72,113,5.35
2021-02-03,821.8,112,5.35
2021-02-04,821.8,112,5.35
2021-02-05,818.86,111,5.35
2021-02-06,818.86,111,5.35
2021-02-07,812.98,110,5.35
2021-02-08,812.98,110,5.35
2021-02-09,816.14,111,5.35
2021-02-10,816.14,111,5.35
2021-02-11,816.14,111,5.35
2021-02-12,809.21,110,5.35
2021-02-13,812.46,111,5.36
2021-02-14,804.55,108,5.36
2021-02-15,804.55,108,5.36
2021-02-16,804.55,108,5.36
2021-02-17,808.61,109,5.36
2021-02-18,808.61,109,5.36
2021-02-19,801.83,108,5.36
2021-02-20,801.83,108,5.36
2021-02-21,797.75,106,5.36
2021-02-22,797.75,106,5.36
2021-02-23,797.75,106,5.36
2021-02-24,802.8,107,5.37
2021-02-25,802.8,107,5.37
2021-02-26,797.69,106,5.36
2021-02-27,797.69,106,5.36
2021-02-28,797.88,106,5.36
2021-03-01,797.88,106,5.36
2021-03-02,797.88,106,5.36
2021-03-03,791.11,105,5.36
2021-03-04,791.11,105,5.36
2021-03-05,785.68,104,5.36
2021-03-06,785.68,104,5.36
2021-03-07,783.35,103,5.36
2021-03-08,783.35,103,5.36
2021-03-09,783.35,103,5.36
2021-03-10,777.14,102,5.37
2021-03-11,777.14,102,5.37
2021-03-12,776.94,102,5.37
2021-03-13,776.94,102,5.37
2021-03-14,766.92,101,5.37
2021-03-15,766.92,101,5.37
2021-03-16,766.92,101,5.37
2021-03-17,761.48,100,5.37
2021-03-18,761.48,100,5.37
2021-03-19,753.22,99,5.36
2021-03-20,753.22,99,5.36
2021-03-21,747.23,98,5.36
2021-03-22,752.27,99,5.36
2021-03-23,752.27,99,5.36
2021-03-24,752.27,99,5.36
2021-03-25,752.27,99,5.36
2021-03-26,745.37,98,5.36
2021-03-27,745.37,98,5.36
2021-03-28,742.23,98,5.36
2021-03-29,742.23,98,5.36
2021-03-30,741.9,98,5.37
2021-03-31,741.9,98,5.37
2021-04-01,746.93,99,5.37
2021-04-02,739.29,98,5.37
2021-04-03,739.29,98,5.37
2021-04-04,729.27,97,5.37
2021-04-05,729.27,97,5.37
2021-04-06,729.27,97,5.37
2021-04-07,736.32,98,5.37
2021-04-08,729.68,97,5.37
2021-04-09,729.68,97,5.37
2021-04-10,729.68,97,5.37
2021-04-11,722.88,95,5.37
2021-04-12,727.9,96,5.37
2021-04-13,721.46,95,5.37
2021-04-14,729.19,96,5.38
2021-04-15,719.12,95,5.38
2021-04-16,719.12,95,5.38
2021-04-17,724.17,96,5.38
2021-04-18,717.06,95,5.38
2021-04-19,717.06,95,5.38
2021-04-20,710.36,94,5.38
2021-04-21,719.39,95,5.39
2021-04-22,709.13,94,5.39
2021-04-23,709.13,94,5.39
2021-04-24,698.97,93,5.39
2021-04-25,701.53,95,5.39
2021-04-26,701.53,95,5.39
2021-04-27,696.25,94,5.4
2021-04-28,696.25,94,5.4
2021-04-29,685.21,93,5.4
2021-04-30,685.21,93,5.4
2021-05-01,685.21,93,5.4
2021-05-02,675.19,92,5.41
2021-05-03,675.19,92,5.41
2021-05-04,675.19,92,5.41
2021-05-05,668.5,91,5.41
2021-05-06,668.5,91,5.41
2021-05-07,664.42,91,5.42
2021-05-08,664.42,91,5.42
2021-05-09,664.42,91,5.42
2021-05-10,664.42,91,5.42
2021-05-11,658.39,90,5.42
2021-05-12,658.39,90,5.42
2021-05-13,664.05,92,5.43
2021-05-14,650.74,91,5.43
2021-05-15,656.25,92,5.44
2021-05-16,656.25,92,5.44
2021-05-17,650.23,91,5.44
2021-05-18,650.23,91,5.44
2021-05-19,636.07,90,5.44
2021-05-20,636.07,90,5.44
2021-05-21,633.59,89,5.44
2021-05-22,634.61,90,5.44
2021-05-23,634.61,90,5.44
2021-05-24,629.33,89,5.44
2021-05-25,629.33,89,5.44
2021-05-26,624.16,88,5.45
2021-05-27,624.16,88,5.45
2021-05-28,617.32,87,5.45
2021-05-29,617.32,87,5.45
2021-05-30,617.32,87,5.45
2021-05-31,605.47,86,5.45
2021-06-01,605.47,86,5.45
2021-06-02,605.47,86,5.45
2021-06-03,599.72,84,5.46
2021-06-04,599.72,84,5.46
2021-06-05,584.39,83,5.47
2021-06-06,584.39,83,5.47
2021-06-07,581.46,82,5.47
2021-06-08,581.46,82,5.47
2021-06-09,576.35,81,5.47
2021-06-10,576.35,81,5.47
2021-06-11,576.35,81,5.47
2021-06-12,568.84,81,5.48
2021-06-13,568.84,81,5.48
2021-06-14,563.89,80,5.48
2021-06-15,566.68,81,5.48
2021-06-16,556.55,80,5.49
2021-06-17,556.55,80,5.49
2021-06-18,551.54,79,5.49
2021-06-19,554.55,80,5.5
2021-06-20,548.47,79,5.5
2021-06-21,548.47,79,5.5
2021-06-22,535.48,79,5.5
2021-06-23,535.48,79,5.5
2021-06-24,529.45,78,5.5
2021-06-25,532.18,80,5.51
2021-06-26,520.6,79,5.51
2021-06-27,522.97,80,5.52
2021-06-28,517.92,79,5.52
2021-06-29,520.48,80,5.52
2021-06-30,503.91,79,5.53
2021-07-01,506.45,80,5.53
2021-07-02,501.12,79,5.53
2021-07-03,503.75,80,5.53
2021-07-04,496.94,78,5.54
2021-07-05,496.94,78,5.54
2021-07-06,499.95,79,5.54
2021-07-07,499.95,79,5.54
2021-07-08,492.96,79,5.56
2021-07-09,492.96,79,5.56
2021-07-10,485.71,79,5.56
2021-07-11,485.71,79,5.56
2021-07-12,485.71,79,5.56
2021-07-13,470.85,79,5.57
2021-07-14,470.85,79,5.57
2021-07-15,474.32,80,5.57
2021-07-16,469.25,79,5.58
2021-07-17,469.25,79,5.58
2021-07-18,468.26,79,5.58
2021-07-19,468.26,79,5.58
2021-07-20,455.39,79,5.59
2021-07-21,455.39,79,5.59
2021-07-22,448.66,78,5.6
2021-07-23,448.66,78,5.6
2021-07-24,447.37,78,5.6
2021-07-25,447.37,78,5.6
2021-07-26,437.07,77,5.61
2021-07-27,437.07,77,5.61
2021-07-28,437.07,77,5.61
2021-07-29,415.85,76,5.6
2021-07-30,415.85,76,5.6
2021-07-31,410.82,75,5.61
2021-08-01,415.84,76,5.61
2021-08-02,415.84,76,5.61
2021-08-03,410.76,75,5.63
2021-08-04,400.74,74,5.64
2021-08-05,400.74,74,5.64
2021-08-06,400.74,74,5.64
2021-08-07,395.72,74,5.64
2021-08-08,395.72,74,5.64
2021-08-09,395.72,74,5.64
2021-08-10,400.76,75,5.65
2021-08-11,384.13,74,5.66
2021-08-12,384.13,74,5.66
2021-08-13,384.13,74,5.66
2021-08-14,384.13,74,5.66
2021-08-15,385.16,74,5.68
2021-08-16,385.16,74,5.68
2021-08-17,378.17,74,5.69
2021-08-18,378.17,74,5.69
2021-08-19,373.15,73,5.69
2021-08-20,373.15,73,5.69
2021-08-21,368.68,72,5.72
2021-08-22,368.68,72,5.72
2021-08-23,368.68,72,5.72
2021-08-24,358.66,71,5.73
2021-08-25,358.66,71,5.73
2021-08-26,358.42,71,5.74
2021-08-27,358.42,71,5.74
2021-08-28,352.88,72,5.75
2021-08-29,352.88,72,5.75
2021-08-30,347.06,70,5.76
2021-08-31,347.06,70,5.76
2021-09-01,347.06,70,5.76
2021-09-02,347.06,70,5.76
2021-09-03,325.89,69,5.77
2021-09-04,334.18,72,5.77
2021-09-05,334.18,72,5.77
2021-09-06,334.18,72,5.77
2021-09-07,337.2,73,5.77
2021-09-08,332.18,72,5.78
2021-09-09,332.18,72,5.78
2021-09-10,322.15,71,5.81
2021-09-11,330.62,72,5.82
2021-09-12,321.88,71,5.84
2021-09-13,321.88,71,5.84
2021-09-14,325.78,72,5.84
2021-09-15,325.78,72,5.84
2021-09-16,335.79,73,5.86
2021-09-17,320.78,72,5.88
2021-09-18,320.78,72,5.88
2021-09-19,312.75,71,5.89
2021-09-20,312.75,71,5.89
2021-09-21,312.75,71,5.89
2021-09-22,316.75,72,5.89
2021-09-23,311.72,71,5.9
2021-09-24,311.72,71,5.9
2021-09-25,308.26,70,5.91
2021-09-26,318.35,71,5.9
2021-09-27,318.35,71,5.9
2021-09-28,311.65,70,5.91
2021-09-29,311.65,70,5.91
2021-09-30,297.53,69,5.93
2021-10-01,297.53,69,5.93
2021-10-02,302.54,70,5.92
2021-10-03,294.97,69,5.93
2021-10-04,294.97,69,5.93
2021-10-05,299.99,70,5.93
2021-10-06,294.95,69,5.94
2021-10-07,294.95,69,5.94
2021-10-08,280.27,67,5.93
2021-10-09,285.28,68,5.92
2021-10-10,285.28,68,5.92
2021-10-11,291.33,69,5.92
2021-10-12,291.33,69,5.92
2021-10-13,299.54,70,5.94
2021-10-14,299.54,70,5.94
2021-10-15,299.54,70,5.94
2021-10-16,299.54,70,5.94
2021-10-17,292.95,70,5.95
2021-10-18,292.95,70,5.95
2021-10-19,292.95,70,5.95
2021-10-20,301.02,71,5.98
2021-10-21,301.02,71,5.98
2021-10-22,301.02,71,5.98
2021-10-23,301.02,71,5.98
2021-10-24,311.03,72,5.96
2021-10-25,319.1,73,5.96
2021-10-26,319.1,73,5.96
2021-10-27,329.66,74,5.98
2021-10-28,329.66,74,5.98
2021-10-29,329.66,74,5.98
2021-10-30,329.66,74,5.98
2021-10-31,333.22,75,5.99
2021-11-01,338.91,76,5.99
2021-11-02,338.91,76,5.99
2021-11-03,350.1,77,6.01
2021-11-04,350.1,77,6.01
2021-11-05,350.1,77,6.01
2021-11-06,358.75,80,5.99
2021-11-07,358.75,80,5.99
2021-11-08,368.22,81,6.0
2021-11-09,368.22,81,6.0
2021-11-10,380.13,84,6.02
2021-11-11,380.13,84,6.02
2021-11-12,380.13,84,6.02
2021-11-13,389.46,87,6.01
2021-11-14,389.46,87,6.01
2021-11-15,397.89,90,6.01
2021-11-16,397.89,90,6.01
2021-11-17,408.88,93,6.03
2021-11-18,408.88,93,6.03
2021-11-19,408.88,93,6.03
2021-11-20,420.32,94,6.03
2021-11-21,420.32,94,6.03
2021-11-22,418.91,93,6.02
2021-11-23,423.94,94,6.02
2021-11-24,435.91,97,6.04
2021-11-25,435.91,97,6.04
2021-11-26,435.91,97,6.04
2021-11-27,443.88,100,6.03
2021-11-28,443.88,100,6.03
2021-11-29,452.83,102,6.02
2021-11-30,452.83,102,6.02
2021-12-01,464.16,105,6.03
2021-12-02,464.16,105,6.03
2021-12-03,464.16,105,6.03
2021-12-04,464.16,105,6.03
2021-12-05,464.16,105,6.03
2021-12-06,472.67,108,6.03
2021-12-07,472.67,108,6.03
2021-12-08,487.07,110,6.03
2021-12-09,487.07,110,6.03
2021-12-10,487.07,110,6.03
2021-12-11,490.11,111,6.03
2021-12-12,490.11,111,6.03
2021-12-13,501.22,114,6.02
2021-12-14,501.22,114,6.02
2021-12-15,512.94,117,6.03
2021-12-16,512.94,117,6.03
2021-12-17,512.94,117,6.03
2021-12-18,516.94,118,6.03
2021-12-19,516.94,118,6.03
2021-12-20,525.16,121,6.03
2021-12-21,525.16,121,6.03
2021-12-22,525.16,121,6.03
2021-12-23,529.75,122,6.04
2021-12-24,529.75,122,6.04
2021-12-25,529.75,122,6.04
2021-12-26,529.75,122,6.04
2021-12-27,529.75,122,6.04
2021-12-28,526.47,121,6.03
2021-12-29,536.53,123,6.04
2021-12-30,536.53,123,6.04
2021-12-31,536.53,123,6.04
2022-01-01,549.7,124,6.04
2022-01-02,549.7,124,6.04
2022-01-03,549.7,124,6.04
2022-01-04,554.72,125,6.05
2022-01-05,567.84,128,6.06
2022-01-06,567.84,128,6.06
2022-01-07,567.84,128,6.06
2022-01-08,577.99,129,6.06
2022-01-09,577.99,129,6.06
2022-01-10,587.25,131,6.07
2022-01-11,592.28,132,6.07
2022-01-12,604.97,135,6.08
2022-01-13,604.97,135,6.08
2022-01-14,604.97,135,6.08
2022-01-15,606.58,136,6.09
2022-01-16,618.34,137,6.08
2022-01-17,626.68,138,6.08
2022-01-18,626.68,138,6.08
2022-01-19,626.68,138,6.08
2022-01-20,631.92,139,6.08
2022-01-21,631.92,139,6.08
2022-01-22,631.92,139,6.08
2022-01-23,631.92,139,6.08
2022-01-24,640.14,141,6.08
2022-01-25,645.15,142,6.08
2022-01-26,654.54,144,6.09
2022-01-27,654.54,144,6.09
2022-01-28,658.62,146,6.09
2022-01-29,658.62,146,6.09
2022-01-30,674.72,147,6.07
2022-01-31,671.7,146,6.07
2022-02-01,671.7,146,6.07
2022-02-02,671.7,146,6.07
2022-02-03,671.7,146,6.07
2022-02-04,671.7,146,6.07
2022-02-05,671.7,146,6.07
2022-02-06,671.7,146,6.07
2022-02-07,670.64,145,6.07
2022-02-08,670.64,145,6.07
2022-02-09,667.48,144,6.07
2022-02-10,667.48,144,6.07
2022-02-11,667.48,144,6.07
2022-02-12,667.48,144,6.07
2022-02-13,664.23,143,6.07
2022-02-14,664.23,143,6.07
2022-02-15,664.23,143,6.07
2022-02-16,664.23,143,6.07
2022-02-17,660.18,142,6.08
2022-02-18,660.18,142,6.08
2022-02-19,660.18,142,6.08
2022-02-20,660.18,142,6.08
2022-02-21,656.16,141,6.08
2022-02-22,656.16,141,6.08
2022-02-23,656.16,141,6.08
2022-02-24,651.11,140,6.08
2022-02-25,651.11,140,6.08
2022-02-26,654.62,141,6.08
2022-02-27,654.62,141,6.08
2022-02-28,654.62,141,6.08
2022-03-01,654.62,141,6.08
2022-03-02,663.24,142,6.09
2022-03-03,663.24,142,6.09
2022-03-04,663.24,142,6.09
2022-03-05,663.24,142,6.09
2022-03-06,663.24,142,6.09
2022-03-07,666.91,144,6.09
2022-03-08,666.91,144,6.09
2022-03-09,678.77,147,6.09
2022-03-10,678.77,147,6.09
2022-03-11,678.77,147,6.09
2022-03-12,673.76,146,6.1
2022-03-13,690.75,147,6.1
2022-03-14,690.75,147,6.1
2022-03-15,690.75,147,6.1
